#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
0,4,21,5,3,21,544,720,2.52,2.19,2.63,0.28,56.57,2.24,1.12,68.25
0,4,21,10,3,21,544,720,0.17,0.04,0.53,0.30,11.93,0.54,0.82,14.53
0,4,21,20,3,21,544,720,0.17,0.03,0.54,0.30,22.97,0.78,0.82,25.81
0,4,21,50,3,21,544,720,0.17,0.04,0.53,0.30,57.62,1.51,0.82,61.20
0,4,41,5,3,41,544,720,0.17,0.03,1.31,0.30,11.33,0.55,2.06,15.95
0,4,41,10,3,41,544,720,0.17,0.03,1.31,0.30,21.74,0.81,2.06,26.62
0,4,41,20,3,41,544,720,0.17,0.03,1.31,0.30,43.50,1.31,2.06,48.88
0,4,41,50,3,41,544,720,0.17,0.03,1.31,0.30,108.66,2.83,2.06,115.57
0,4,61,5,3,61,544,720,0.17,0.04,2.08,0.30,16.59,0.69,3.30,23.37
0,4,61,10,3,61,544,720,0.17,0.03,2.08,0.30,32.93,1.09,3.62,40.11
0,4,61,20,3,61,544,720,0.17,0.03,2.08,0.30,65.95,1.89,3.30,73.92
0,4,61,50,3,61,544,720,0.17,0.03,2.09,0.30,164.80,4.28,3.30,175.18
0,4,81,5,3,81,544,720,0.17,0.03,2.85,0.30,23.72,0.88,4.53,32.70
0,4,81,10,3,81,544,720,0.17,0.03,2.85,0.30,47.42,1.47,4.54,56.98
0,4,81,20,3,81,544,720,0.17,0.03,2.85,0.30,95.08,2.64,4.55,105.82
0,4,81,50,3,81,544,720,0.17,0.03,2.85,0.30,238.08,6.16,4.55,252.36
1,4,21,5,3,21,544,720,0.17,0.03,0.54,0.30,5.76,0.42,0.82,8.25
1,4,21,10,3,21,544,720,0.17,0.03,0.54,0.30,11.53,0.54,0.82,14.14
1,4,21,20,3,21,544,720,0.17,0.03,0.53,0.30,23.07,0.79,0.82,25.92
1,4,21,50,3,21,544,720,0.17,0.03,0.53,0.30,57.68,1.51,0.82,61.26
1,4,41,5,3,41,544,720,0.17,0.03,1.31,0.30,10.87,0.55,2.06,15.49
1,4,41,10,3,41,544,720,0.17,0.03,1.31,0.30,21.76,0.81,2.06,26.63
1,4,41,20,3,41,544,720,0.17,0.03,1.31,0.30,43.53,1.32,2.06,48.92
1,4,41,50,3,41,544,720,0.17,0.03,1.31,0.30,108.88,2.83,2.06,115.80
1,4,61,5,3,61,544,720,0.17,0.03,2.08,0.30,16.66,0.69,3.30,23.44
1,4,61,10,3,61,544,720,0.17,0.03,2.08,0.30,33.01,1.10,3.30,40.20
1,4,61,20,3,61,544,720,0.17,0.03,2.09,0.30,66.04,1.89,3.30,74.03
1,4,61,50,3,61,544,720,0.17,0.03,2.08,0.30,165.23,4.29,3.31,175.62
1,4,81,5,3,81,544,720,0.17,0.03,2.85,0.30,23.79,0.88,4.55,32.77
1,4,81,10,3,81,544,720,0.17,0.03,2.86,0.30,47.56,1.47,4.54,57.13
1,4,81,20,3,81,544,720,0.17,0.03,2.86,0.30,95.17,2.64,4.54,105.91
1,4,81,50,3,81,544,720,0.17,0.03,2.86,0.30,238.25,6.17,4.55,252.54
2,4,21,5,3,21,544,720,0.17,0.03,0.53,0.30,5.77,0.42,0.82,8.25
2,4,21,10,3,21,544,720,0.17,0.03,0.53,0.30,11.53,0.54,0.82,14.13
2,4,21,20,3,21,544,720,0.17,0.03,0.53,0.30,23.09,0.78,0.82,25.94
2,4,21,50,3,21,544,720,0.17,0.03,0.54,0.30,57.76,1.51,0.82,61.35
2,4,41,5,3,41,544,720,0.17,0.03,1.31,0.30,10.88,0.55,2.06,15.51
2,4,41,10,3,41,544,720,0.17,0.03,1.31,0.30,21.74,0.81,2.06,26.63
2,4,41,20,3,41,544,720,0.17,0.03,1.31,0.30,43.49,1.31,2.06,48.88
2,4,41,50,3,41,544,720,0.17,0.03,1.31,0.30,108.87,2.84,2.06,115.79
2,4,61,5,3,61,544,720,0.17,0.03,2.08,0.30,16.52,0.70,3.31,23.31
2,4,61,10,3,61,544,720,0.17,0.03,2.08,0.30,33.01,1.10,3.31,40.20
2,4,61,20,3,61,544,720,0.17,0.03,2.08,0.30,66.12,1.90,3.31,74.12
2,4,61,50,3,61,544,720,0.17,0.03,2.08,0.30,165.41,4.30,3.31,175.82
2,4,81,5,3,81,544,720,0.17,0.03,2.86,0.30,23.81,0.89,4.55,32.81
2,4,81,10,3,81,544,720,0.17,0.03,2.87,0.30,47.59,1.47,4.55,57.18
#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,time_seconds
0,2,21,5,3,21,544,720,2.83,5.14,3.03,0.28,32.82,1.12,1.72,47.99
0,2,21,10,3,21,544,720,0.16,0.86,0.53,0.30,19.65,0.75,0.82,23.27
0,2,21,20,3,21,544,720,0.16,0.03,0.53,0.30,39.42,1.22,0.82,42.69
0,2,21,50,3,21,544,720,0.16,0.04,0.53,0.30,98.84,2.59,0.82,103.50
0,2,41,5,3,41,544,720,0.16,0.03,1.31,0.30,19.78,0.78,2.06,24.62
0,2,41,10,3,41,544,720,0.16,0.03,1.31,0.30,39.53,1.27,2.06,44.87
0,2,41,20,3,41,544,720,0.16,0.04,1.32,0.30,79.09,2.23,2.06,85.40
0,2,41,50,3,41,544,720,0.16,0.04,1.32,0.30,197.85,5.16,2.06,207.10
0,2,61,5,3,61,544,720,0.16,0.03,2.09,0.30,31.54,1.09,3.30,38.71
0,2,61,10,3,61,544,720,0.16,0.03,2.08,0.30,63.05,1.87,3.30,71.00
0,2,61,20,3,61,544,720,0.16,0.03,2.08,0.30,126.07,3.44,3.30,135.59
0,2,61,50,3,61,544,720,0.16,0.03,2.08,0.30,315.09,8.17,4.13,330.17
0,2,81,5,3,81,544,720,0.16,0.03,2.85,0.30,45.84,1.45,4.54,55.37
0,2,81,10,3,81,544,720,0.16,0.03,2.86,0.30,91.33,2.60,4.54,102.02
0,2,81,20,3,81,544,720,0.16,0.03,2.87,0.30,182.72,4.91,4.54,195.74
#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
w,2,4,1,3,5,544,720,2.60,0.23,0.25,0.00,1.76,0.67,1.37,7.04
0,2,5,1,3,5,544,720,0.16,0.03,0.04,0.17,0.75,0.18,0.03,1.50
0,2,5,5,3,5,544,720,0.16,0.03,0.04,0.17,4.50,0.56,0.03,5.62
0,2,5,10,3,5,544,720,0.16,0.03,0.04,0.17,7.49,0.31,0.03,8.36
0,2,5,20,3,5,544,720,0.16,0.03,0.04,0.17,14.99,0.73,0.03,16.28
0,2,5,50,3,5,544,720,0.16,0.03,0.04,0.17,37.58,0.88,0.03,39.04
0,2,21,1,3,21,544,720,0.16,0.03,0.54,0.30,1.98,0.35,0.82,4.37
0,2,21,5,3,21,544,720,0.16,0.03,0.53,0.30,9.86,0.53,0.82,12.43
0,2,21,10,3,21,544,720,0.16,0.03,0.54,0.30,19.72,0.76,0.82,22.52
0,2,21,20,3,21,544,720,0.16,0.03,0.53,0.30,39.46,1.21,0.82,42.73
0,2,21,50,3,21,544,720,0.16,0.03,0.53,0.30,98.79,2.60,0.82,103.45
0,2,41,1,3,41,544,720,0.16,0.03,1.31,0.30,3.96,0.40,2.06,8.41
0,2,41,5,3,41,544,720,0.16,0.03,1.31,0.30,19.75,0.78,2.06,24.59
0,2,41,10,3,41,544,720,0.16,0.03,1.31,0.30,39.55,1.27,2.06,44.89
0,2,41,20,3,41,544,720,0.16,0.03,1.31,0.30,79.13,2.24,2.06,85.45
0,2,41,50,3,41,544,720,0.16,0.03,1.31,0.30,197.81,5.16,2.07,207.05
0,2,61,1,3,61,544,720,0.16,0.03,2.08,0.30,6.30,0.46,3.30,12.83
0,2,61,5,3,61,544,720,0.16,0.03,2.08,0.30,31.48,1.09,3.30,38.63
0,2,61,10,3,61,544,720,0.16,0.03,2.08,0.30,62.95,1.87,3.30,70.90
0,2,61,20,3,61,544,720,0.16,0.03,2.08,0.30,126.00,3.44,3.30,135.52
0,2,61,50,3,61,544,720,0.16,0.03,2.08,0.30,314.92,8.17,3.30,329.17
0,2,81,1,3,81,544,720,0.16,0.03,2.85,0.30,9.13,0.53,4.54,17.74
0,2,81,5,3,81,544,720,0.16,0.03,2.85,0.30,45.63,1.45,4.54,55.15
0,2,81,10,3,81,544,720,0.16,0.03,2.85,0.30,91.33,2.60,4.54,102.02
0,2,81,20,3,81,544,720,0.16,0.03,2.85,0.30,182.68,4.91,4.54,195.68
0,2,81,50,3,81,544,720,0.16,0.03,2.85,0.30,456.96,11.82,4.54,476.89
1,2,5,1,3,5,544,720,0.16,0.03,0.04,0.17,0.75,0.19,0.03,1.50
1,2,5,5,3,5,544,720,0.16,0.03,0.04,0.17,3.76,0.24,0.03,4.56
1,2,5,10,3,5,544,720,0.16,0.03,0.04,0.17,7.52,0.31,0.03,8.40
1,2,5,20,3,5,544,720,0.16,0.03,0.04,0.17,15.05,0.46,0.03,16.07
1,2,5,50,3,5,544,720,0.16,0.03,0.04,0.17,37.74,0.88,0.03,39.20
1,2,21,1,3,21,544,720,0.18,0.05,0.56,0.30,1.99,0.34,0.82,4.45
1,2,21,5,3,21,544,720,0.17,0.05,0.55,0.30,9.95,0.52,0.82,12.56
1,2,21,10,3,21,544,720,0.17,0.05,0.55,0.30,19.90,0.74,0.82,22.73
1,2,21,20,3,21,544,720,0.16,0.04,0.54,0.30,39.62,1.21,0.82,42.90
1,2,21,50,3,21,544,720,0.16,0.03,0.54,0.30,99.03,2.60,0.82,103.71
1,2,41,1,3,41,544,720,0.16,0.03,1.32,0.30,3.96,0.40,2.06,8.43
1,2,41,5,3,41,544,720,0.16,0.03,1.32,0.30,19.76,0.79,2.06,24.62
1,2,41,10,3,41,544,720,0.16,0.03,1.31,0.30,39.53,1.27,2.06,44.86
1,2,41,20,3,41,544,720,0.16,0.04,1.32,0.30,79.10,2.24,2.06,85.44
1,2,41,50,3,41,544,720,0.16,0.03,1.31,0.30,198.02,5.12,2.06,207.22
1,2,61,1,3,61,544,720,0.16,0.03,2.08,0.30,6.31,0.46,3.30,12.84
1,2,61,5,3,61,544,720,0.16,0.04,2.08,0.30,31.51,1.09,3.31,38.67
1,2,61,10,3,61,544,720,0.16,0.03,2.09,0.30,63.03,1.87,3.30,70.99
1,2,61,20,3,61,544,720,0.16,0.03,2.08,0.30,126.03,3.45,3.30,135.56
1,2,61,50,3,61,544,720,0.16,0.04,2.08,0.30,315.34,8.14,3.30,329.58
#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
w,1,4,1,3,5,544,720,2.381,3.222,2.552,0.001,2.289,0.126,1.945,12.766
0,1,5,1,3,5,544,720,0.123,0.036,0.188,0.160,0.999,0.276,0.026,2.048
0,1,5,5,3,5,544,720,0.124,0.037,0.116,0.169,4.985,2.685,0.026,8.509
0,1,5,10,3,5,544,720,0.123,0.036,0.108,0.169,10.011,1.342,0.027,12.050
0,1,5,20,3,5,544,720,0.123,0.036,0.108,0.169,20.064,3.228,0.028,23.987
0,1,5,50,3,5,544,720,0.125,0.036,0.106,0.170,50.276,6.059,0.030,57.034
0,1,21,1,3,21,544,720,0.136,0.040,0.590,0.298,3.185,0.667,0.821,6.074
0,1,21,5,3,21,544,720,0.122,0.036,0.659,0.300,15.926,2.151,0.821,20.320
0,1,21,10,3,21,544,720,0.141,0.036,0.735,0.299,31.823,4.008,0.818,38.159
0,1,21,20,3,21,544,720,0.133,0.038,0.608,0.300,63.660,7.714,0.820,73.571
0,1,21,50,3,21,544,720,0.131,0.045,0.590,0.298,159.371,18.860,0.820,180.423
0,1,41,1,3,41,544,720,0.136,0.040,1.331,0.298,6.609,1.060,2.056,11.891
0,1,41,5,3,41,544,720,0.129,0.038,1.330,0.297,32.975,4.113,2.053,41.237
0,1,41,10,3,41,544,720,0.131,0.035,1.363,0.298,66.031,7.937,2.051,78.251
0,1,41,20,3,41,544,720,0.122,0.036,1.334,0.299,132.071,15.581,2.051,151.791
0,1,41,50,3,41,544,720,0.134,0.041,1.342,0.299,330.077,38.490,2.050,372.973
0,1,61,1,3,61,544,720,0.133,0.042,2.099,0.297,10.821,1.543,3.284,19.092
0,1,61,5,3,61,544,720,0.121,0.034,2.094,0.300,54.221,6.581,3.281,66.939
0,1,61,10,3,61,544,720,0.122,0.035,2.092,0.298,108.312,12.832,3.283,127.275
0,1,61,20,3,61,544,720,0.122,0.035,2.096,0.299,216.526,25.208,3.282,247.865
0,1,61,50,3,61,544,720,0.123,0.035,2.095,0.300,541.018,62.905,3.283,610.080
0,1,81,1,3,81,544,720,0.122,0.035,2.828,0.298,17.069,2.112,4.517,27.278
0,1,81,5,3,81,544,720,0.122,0.035,2.824,0.299,79.044,9.355,4.515,96.493
0,1,81,10,3,81,544,720,0.122,0.035,2.875,0.299,158.041,18.422,4.517,184.704
0,1,81,20,3,81,544,720,0.138,0.043,2.827,0.298,316.241,36.551,4.518,360.918
#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
w,8,4,1,3,5,544,720,1.943,0.897,2.120,0.001,86.003,0.257,1.572,92.915
0,8,5,1,3,5,544,720,0.205,0.040,0.044,0.168,0.474,0.172,0.025,1.261
0,8,5,5,3,5,544,720,0.170,0.035,0.041,0.168,2.902,1.718,0.025,5.752
0,8,5,10,3,5,544,720,0.169,0.034,0.043,0.170,4.365,0.216,0.025,5.149
0,8,5,20,3,5,544,720,0.170,0.034,0.041,0.171,8.699,1.075,0.026,10.341
0,8,5,50,3,5,544,720,0.174,0.036,0.040,0.169,21.694,0.386,0.026,22.656
0,8,21,1,3,21,544,720,0.173,0.035,0.542,0.298,0.853,0.310,1.221,3.628
0,8,21,5,3,21,544,720,0.170,0.034,0.540,0.299,3.724,0.361,0.815,6.137
0,8,21,10,3,21,544,720,0.172,0.035,0.540,0.300,7.442,0.426,0.817,9.925
0,8,21,20,3,21,544,720,0.172,0.035,0.540,0.299,14.871,0.551,0.817,17.480
0,8,21,50,3,21,544,720,0.171,0.035,0.540,0.300,37.188,0.934,0.820,40.185
0,8,41,1,3,41,544,720,0.171,0.035,1.322,0.298,1.919,0.324,2.054,6.320
0,8,41,5,3,41,544,720,0.169,0.034,1.323,0.300,6.264,0.432,2.055,10.773
0,8,41,10,3,41,544,720,0.171,0.035,1.320,0.299,12.527,0.564,2.057,17.169
0,8,41,20,3,41,544,720,0.171,0.035,1.321,0.300,25.077,0.832,2.058,29.989
0,8,41,50,3,41,544,720,0.171,0.035,1.324,0.301,62.833,1.636,2.063,68.562
0,8,61,1,3,61,544,720,0.171,0.035,2.113,0.300,3.077,0.340,3.301,9.532
0,8,61,5,3,61,544,720,0.171,0.035,2.107,0.300,9.016,0.503,3.297,15.625
0,8,61,10,3,61,544,720,0.170,0.034,2.105,0.300,18.051,0.707,3.300,24.864
0,8,61,20,3,61,544,720,0.171,0.035,2.105,0.300,36.141,1.120,3.302,43.372
0,8,61,50,3,61,544,720,0.171,0.035,2.101,0.300,90.526,2.360,3.308,99.000
0,8,81,1,3,81,544,720,0.171,0.035,2.879,0.300,3.309,0.359,4.543,11.794
0,8,81,5,3,81,544,720,0.169,0.034,2.877,0.300,12.792,0.597,4.546,21.514
0,8,81,10,3,81,544,720,0.171,0.035,2.885,0.299,25.577,0.895,4.547,34.609
0,8,81,20,3,81,544,720,0.171,0.035,2.882,0.300,51.200,1.497,4.553,60.838
0,8,81,50,3,81,544,720,0.171,0.035,2.890,0.301,128.134,3.299,4.552,139.583
1,8,5,1,3,5,544,720,0.171,0.035,0.041,0.172,0.436,0.175,0.025,1.185
1,8,5,5,3,5,544,720,0.170,0.034,0.039,0.172,2.167,0.192,0.025,2.927
1,8,5,10,3,5,544,720,0.170,0.034,0.040,0.172,4.338,0.215,0.027,5.122
1,8,5,20,3,5,544,720,0.170,0.035,0.041,0.172,8.668,0.260,0.026,9.500
1,8,5,50,3,5,544,720,0.171,0.035,0.042,0.172,21.629,0.391,0.026,22.594
1,8,21,1,3,21,544,720,0.170,0.035,0.540,0.301,0.750,0.313,0.820,3.124
1,8,21,5,3,21,544,720,0.170,0.034,0.540,0.300,3.734,0.362,0.820,6.156
1,8,21,10,3,21,544,720,0.170,0.035,0.541,0.301,7.455,0.426,0.822,9.945
1,8,21,20,3,21,544,720,0.170,0.035,0.541,0.300,14.915,0.554,0.822,17.533
1,8,21,50,3,21,544,720,0.171,0.035,0.540,0.301,37.339,0.937,0.822,40.342
1,8,41,1,3,41,544,720,0.171,0.035,1.317,0.300,1.272,0.326,2.063,5.682
1,8,41,5,3,41,544,720,0.171,0.035,1.317,0.300,6.289,0.432,2.059,10.800
1,8,41,10,3,41,544,720,0.171,0.035,1.317,0.299,12.577,0.564,2.059,17.221
1,8,41,20,3,41,544,720,0.171,0.035,1.319,0.300,25.158,0.834,2.063,30.078
1,8,41,50,3,41,544,720,0.171,0.035,1.326,0.300,62.968,1.641,2.064,68.703
1,8,61,1,3,61,544,720,0.171,0.035,2.095,0.300,1.827,0.340,3.304,8.270
1,8,61,5,3,61,544,720,0.171,0.035,2.100,0.300,9.037,0.505,3.304,15.650
1,8,61,10,3,61,544,720,0.172,0.035,2.093,0.300,18.083,0.710,3.300,24.891
1,8,61,20,3,61,544,720,0.172,0.035,2.096,0.301,36.171,1.122,3.305,43.399
1,8,61,50,3,61,544,720,0.171,0.035,2.095,0.301,90.568,2.360,3.306,99.034
1,8,81,1,3,81,544,720,0.171,0.035,2.871,0.300,2.588,0.359,4.545,11.067
1,8,81,5,3,81,544,720,0.172,0.035,2.879,0.300,12.795,0.598,4.543,21.519
1,8,81,10,3,81,544,720,0.172,0.035,2.883,0.300,25.547,0.896,4.542,34.572
1,8,81,20,3,81,544,720,0.171,0.035,2.876,0.300,51.203,1.495,4.553,60.833
1,8,81,50,3,81,544,720,0.171,0.035,2.881,0.301,128.172,3.299,4.550,139.606
2,8,5,1,3,5,544,720,0.171,0.035,0.041,0.172,0.436,0.175,0.025,1.184
2,8,5,5,3,5,544,720,0.170,0.034,0.040,0.173,2.159,0.194,0.025,2.921
2,8,5,10,3,5,544,720,0.170,0.034,0.039,0.172,4.322,0.213,0.026,5.105
2,8,5,20,3,5,544,720,0.170,0.034,0.041,0.172,8.636,0.253,0.026,9.462
2,8,5,50,3,5,544,720,0.171,0.035,0.041,0.172,21.603,0.392,0.026,22.570
2,8,21,1,3,21,544,720,0.171,0.035,0.539,0.301,0.753,0.313,0.821,3.128
2,8,21,5,3,21,544,720,0.172,0.035,0.541,0.300,3.738,0.362,0.820,6.165
2,8,21,10,3,21,544,720,0.170,0.034,0.540,0.300,7.461,0.427,0.823,9.950
2,8,21,20,3,21,544,720,0.170,0.035,0.540,0.301,14.946,0.553,0.822,17.563
2,8,21,50,3,21,544,720,0.171,0.035,0.542,0.301,37.453,0.939,0.822,40.461
2,8,41,1,3,41,544,720,0.171,0.035,1.326,0.300,1.261,0.326,2.061,5.675
2,8,41,5,3,41,544,720,0.170,0.034,1.326,0.300,6.293,0.432,2.063,10.814
2,8,41,10,3,41,544,720,0.172,0.035,1.328,0.300,12.583,0.566,2.064,17.244
2,8,41,20,3,41,544,720,0.172,0.035,1.325,0.300,25.202,0.835,2.062,30.129
2,8,41,50,3,41,544,720,0.171,0.035,1.323,0.301,62.962,1.640,2.065,68.696
2,8,61,1,3,61,544,720,0.171,0.035,2.110,0.301,1.815,0.339,3.304,8.270
2,8,61,5,3,61,544,720,0.170,0.034,2.106,0.301,9.035,0.505,3.304,15.651
2,8,61,10,3,61,544,720,0.171,0.035,2.106,0.301,18.071,0.710,3.305,24.897
2,8,61,20,3,61,544,720,0.171,0.035,2.098,0.299,36.174,1.120,3.304,43.401
2,8,61,50,3,61,544,720,0.171,0.035,2.099,0.301,90.539,2.361,3.306,99.011
2,8,81,1,3,81,544,720,0.170,0.035,2.882,0.300,2.571,0.359,4.545,11.061
2,8,81,5,3,81,544,720,0.171,0.035,2.883,0.300,12.795,0.598,4.544,21.526
2,8,81,10,3,81,544,720,0.172,0.035,2.889,0.300,25.577,0.897,4.552,34.620
2,8,81,20,3,81,544,720,0.172,0.035,2.891,0.300,51.208,1.496,4.547,60.848
2,8,81,50,3,81,544,720,0.170,0.035,2.892,0.301,128.144,3.299,4.549,139.588
#run_id,world_size,frame_num,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
w,8,4,1,3,5,544,720,2.297,0.472,1.460,0.001,84.303,0.653,1.147,90.459
0,8,5,1,3,5,544,720,0.182,0.041,0.044,0.168,0.460,0.172,0.026,1.226
0,8,5,5,3,5,544,720,0.169,0.035,0.041,0.170,2.717,2.041,0.025,5.706
0,8,5,10,3,5,544,720,0.169,0.034,0.043,0.171,4.358,0.213,0.026,5.140
0,8,5,20,3,5,544,720,0.171,0.034,0.040,0.171,8.691,0.254,0.026,9.514
0,8,5,50,3,5,544,720,0.169,0.034,0.040,0.171,21.819,0.372,0.026,22.760
0,8,21,1,3,21,544,720,0.172,0.034,0.542,0.300,1.220,0.312,0.911,3.685
0,8,21,5,3,21,544,720,0.169,0.034,0.540,0.299,3.727,0.361,0.816,6.141
0,8,21,10,3,21,544,720,0.171,0.035,0.538,0.300,7.460,0.426,0.818,9.942
0,8,21,20,3,21,544,720,0.171,0.034,0.541,0.301,14.900,0.553,0.819,17.514
0,8,21,50,3,21,544,720,0.171,0.035,0.541,0.300,37.249,0.932,0.821,40.508
0,8,41,1,3,41,544,720,0.172,0.035,1.321,0.298,2.317,0.324,2.057,6.722
0,8,41,5,3,41,544,720,0.170,0.035,1.320,0.300,6.268,0.431,2.057,10.777
0,8,41,10,3,41,544,720,0.170,0.035,1.321,0.300,12.539,0.565,2.059,17.185
0,8,41,20,3,41,544,720,0.170,0.035,1.323,0.300,25.096,0.831,2.061,30.012
0,8,41,50,3,41,544,720,0.171,0.037,1.324,0.300,62.866,1.634,2.064,68.595
0,8,61,1,3,61,544,720,0.170,0.035,2.107,0.300,1.809,0.340,3.469,8.262
0,8,61,5,3,61,544,720,0.170,0.035,2.103,0.301,9.031,0.504,3.302,15.644
0,8,61,10,3,61,544,720,0.170,0.035,2.106,0.300,18.062,0.709,3.301,24.882
0,8,61,20,3,61,544,720,0.169,0.035,2.108,0.299,36.167,1.119,3.305,43.404
0,8,61,50,3,61,544,720,0.172,0.035,2.109,0.301,90.534,2.356,3.306,99.012
0,8,81,1,3,81,544,720,0.171,0.035,2.890,0.300,2.557,0.359,4.547,11.058
0,8,81,5,3,81,544,720,0.172,0.035,2.892,0.300,12.765,0.597,4.544,21.504
0,8,81,10,3,81,544,720,0.170,0.035,2.889,0.301,25.541,0.897,4.551,34.582
0,8,81,20,3,81,544,720,0.171,0.035,2.891,0.300,51.173,1.495,4.546,60.810
